OBJECTID,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_nearby,linqmap_roadType,linqmap_reportMood,linqmap_reportRating,linqmap_expectedBeginDate,linqmap_expectedEndDate,linqmap_magvar,nComments,linqmap_reliability,update_date,x,y
75939,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1652701982249,177386.4299999997,662058.9399999995
75940,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:39:26,,תל אביב - יפו,שלום עליכם,,1,0,5,,,96,0,5,1652701982249,178279.73000000045,664849.2799999993
75941,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/03/2022 09:20:12,,תל אביב - יפו,,,2,0,0,,,0,0,10,1652701982249,179107.7000000002,663112.9000000004
75942,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/24/2022 16:37:58,,חולון,אילת,,2,0,0,,,0,0,8,1652701982251,177947.29000000004,658711.3100000005
75943,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:45:27,,,6 צפון,,3,0,5,,,351,0,10,1652701982251,196152.5,676907.7200000007
75944,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:42:06,,בני ברק,דרך אם המושבות,,2,0,0,,,254,0,5,1652701982251,184314.66000000015,667472.0199999996
75945,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/12/2022 08:45:04,,רמת השרון,הנצח,,1,0,0,,,0,0,10,1652701982251,185861.98000000045,672598.8100000005
75946,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 10:53:36,,,444 דרום,,6,0,5,,,171,0,10,1652701982251,195516.4299999997,654637.2899999991
75947,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1652701982252,177419.7000000002,662364.0999999996
75948,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652701982252,177412.58000000007,662309.3499999996
75949,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,7,1652701982252,177349.91999999993,661773.3100000005
75950,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:27:36,,נתניה,מאיר בר אילן,,1,0,1,,,145,0,6,1652701982253,187183.6900000004,693775.6500000004
75951,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 09:58:06,,תל אביב - יפו,מאנגר איציק,,1,0,0,,,0,0,10,1652701982253,179116.38999999966,665972.2300000004
75952,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/22/2022 15:00:03,,אור יהודה,הכלנית,,1,0,0,,,0,0,10,1652701982253,187663.8200000003,659810.7899999991
75953,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/21/2022 12:08:55,,תל אביב - יפו,ארלוזורוב,,2,0,0,,,0,0,10,1652701982254,179116.7000000002,665979.1099999994
75954,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 16:00:02,,תל אביב - יפו,בן יהודה,,2,0,0,,,0,0,6,1652701982254,178693.75,665885.8900000006
75955,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:23:25,,תל אביב - יפו,ויצמן,,2,0,5,,,186,0,5,1652701982254,180217.15000000037,665424.3599999994
75956,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:27:50,,תל אביב - יפו,הירקון,,2,0,4,,,6,0,5,1652701982256,178097.3799999999,664655.9100000001
75957,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:50:56,,,4 צפון,,3,0,5,,,73,0,5,1652701982256,179277.41000000015,651879.7400000002
75958,WEATHERHAZARD,,05/16/2022 11:24:23,,בני ברק,,,1,0,5,,,262,0,5,1652701982256,183536.75999999978,666855.8499999996
75959,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:50:02,,,4 צפון,,3,0,5,,,73,0,7,1652701982256,177705.54000000004,651424.4700000007
75960,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:38:54,,,,,4,0,5,,,210,0,10,1652701982256,174134.3200000003,643525.8800000008
75961,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:23:39,,בת ים,אורט ישראל,,1,0,5,,,23,0,5,1652701982256,176484.5700000003,657938.0299999993
75962,JAM,JAM_MODERATE_TRAFFIC,05/16/2022 11:35:36,,תל אביב - יפו,דיזנגוף,,2,0,5,,,192,0,5,1652701982256,178942.04000000004,666192.7899999991
75963,JAM,JAM_MODERATE_TRAFFIC,05/16/2022 11:31:35,,,2 דרום,,3,0,5,,,191,0,6,1652701982257,187317.95999999996,689761.9600000009
75964,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 16:00:02,,תל אביב - יפו,בן יהודה,,2,0,0,,,0,0,10,1652701982257,178678.98000000045,665826.8399999999
75965,WEATHERHAZARD,,05/16/2022 11:43:26,,בני ברק,,,20,0,5,,,6,0,5,1652701982257,184650.9299999997,667898.9000000004
75966,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/08/2022 13:00:00,,,ל- שד רבין,,4,0,0,,,0,0,6,1652701982258,177015.08000000007,654349.8800000008
75967,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:49:56,,,431 מזרח,,3,0,5,,,84,0,7,1652701982258,189374.26999999955,646371.4199999999
75968,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:27:40,,תל אביב - יפו,שטרית,,2,0,5,,,121,0,5,1652701982258,182863.8200000003,668179.0099999998
75969,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 17:00:03,,רחובות,,,1,0,0,,,0,0,6,1652701982259,179078.8099999996,645173.0500000007
75970,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:49:14,,,1 מזרח,,3,0,5,,,129,0,10,1652701982259,183931.7000000002,657803.5500000007
75971,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:30:32,,בת ים,דרך בן גוריון,,2,0,5,,,1,0,5,1652701982259,175474.7000000002,657799.0199999996
75972,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/21/2022 12:08:55,,תל אביב - יפו,ארלוזורוב,,2,0,0,,,0,0,10,1652701982260,179182.24000000022,665961.1099999994
75973,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:40:55,,,6 צפון,,3,0,5,,,32,0,10,1652701982260,187535.41000000015,639458.5800000001
75974,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:46:10,,,531 מערב,,3,0,5,,,287,0,10,1652701982260,191090.71999999974,675170.8000000007
75975,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:47:51,,,531 מערב,,3,0,5,,,272,0,8,1652701982261,189948.83000000007,675516.8900000006
75976,WEATHERHAZARD,,05/16/2022 11:38:00,,,ל-1 ירושלים,,4,0,5,,,79,0,8,1652701982261,198638.58999999985,638313.0
75977,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/20/2022 19:00:02,,אור יהודה,דוד אלעזר,,1,0,0,,,0,0,10,1652701982261,187492.63999999966,659382.8399999999
75978,JAM,JAM_MODERATE_TRAFFIC,05/16/2022 11:47:28,,ראשון לציון,נדב בסקינד,,1,0,5,,,25,0,5,1652701982262,178106.9400000004,654725.7799999993
75979,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/15/2022 18:24:40,,ראשון לציון,שלמה לוי,,1,0,0,,,0,0,10,1652701982262,183741.01999999955,652595.0
75980,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/04/2022 21:37:10,,אור יהודה,יגאל אלון,,2,0,0,,,0,0,10,1652701982262,186205.24000000022,659506.6899999995
75981,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,05/16/2022 11:43:00,,,1 מזרח,,3,0,5,,,165,0,10,1652701982263,199052.16000000015,637684.9000000004
75982,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/04/2022 21:37:08,,אור יהודה,יגאל אלון,,2,0,0,,,0,0,10,1652701982263,186260.91999999993,659751.1099999994
75983,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/22/2022 15:00:03,,אור יהודה,האיריס,,1,0,0,,,0,0,10,1652701982264,187687.1200000001,659857.8300000001
75984,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:25:40,,תל אביב - יפו,שלבים,,2,0,5,,,16,0,5,1652701982264,177992.8200000003,662165.4399999995
75985,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/17/2022 18:49:39,,נתניה,,,1,0,0,,,0,0,10,1652701982264,186647.59999999963,695230.3699999992
75986,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:43:59,,,531 מזרח,,3,0,5,,,104,0,10,1652701982265,191128.1299999999,675124.5199999996
75987,JAM,,05/16/2022 11:26:17,,,4 דרום,,3,0,5,,,192,0,5,1652701982266,189688.98000000045,676290.4600000009
75988,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:48:59,,,4 צפון,,6,0,5,,,0,0,7,1652701982266,191704.70999999996,696805.1600000001
75989,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:25:33,,נתניה,,,2,0,5,,,98,0,5,1652701982266,187733.38999999966,692406.1600000001
75990,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,05/16/2022 11:45:42,,נתניה,"האר""י",,2,0,5,,,90,0,5,1652701982266,188122.40000000037,690980.2799999993
75991,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 21:00:00,,תל אביב - יפו,ציונה תגר,,1,0,0,,,0,0,6,1652701982267,176901.25999999978,661672.7599999998
75992,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/07/2022 21:14:58,,תל אביב - יפו,לוינסקי,,17,0,0,,,0,0,10,1652701982267,178491.23000000045,663020.3100000005
75993,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:48:07,,,5 מזרח,,3,0,5,,,109,0,6,1652701982267,187174.59999999963,669856.1400000006
75994,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:45:29,,,42 דרום,,6,0,5,,,212,0,10,1652701982268,172303.08999999985,636827.3200000003
75995,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:43:43,,תל אביב - יפו,דרך קיבוץ גלויות,,2,0,4,,,90,0,5,1652701982268,180004.8099999996,661596.4900000002
75996,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/24/2022 16:37:58,,חולון,אילת,,2,0,0,,,0,0,10,1652701982268,177937.33999999985,658564.3000000007
75997,ROAD_CLOSED,ROAD_CLOSED_EVENT,12/12/2021 12:09:18,,תל אביב - יפו,השומרון,,2,0,0,,,0,0,10,1652701982268,179055.76999999955,663114.8699999992
75998,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/10/2022 11:37:09,,תל אביב - יפו,ארלוזורוב,,2,0,0,,,0,0,6,1652701982269,178813.41999999993,666065.5299999993
75999,WEATHERHAZARD,,05/16/2022 11:48:20,,,6 צפון,,3,0,5,,,9,0,10,1652701982269,196650.01999999955,672760.4800000004
76000,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 21:00:00,,תל אביב - יפו,ציונה תגר,,1,0,0,,,0,0,6,1652701982269,176766.50999999978,661726.2799999993
76001,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/30/2022 15:40:03,,תל אביב - יפו,גואל,,1,0,0,,,0,0,10,1652701982269,180135.2000000002,662368.6999999993
76002,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:26:03,,רמת גן,זאב זבוטינסקי,,2,0,5,,,78,0,6,1652701982269,181446.6900000004,665576.6300000008
76003,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:44:49,,,4 צפון,,3,0,5,,,358,0,7,1652701982269,184083.00999999978,660727.4299999997
76004,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:30:53,,,"ל-482 בני ברק, רמת השרון",,4,0,5,,,108,0,10,1652701982269,183991.8200000003,671531.0099999998
76005,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:49:21,,,1 מזרח,,3,0,5,,,161,0,10,1652701982269,193190.6200000001,648006.1999999993
76006,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 10:31:09,,,4 צפון,,3,0,5,,,31,0,10,1652701982269,183853.08000000007,659370.0899999999
76007,ACCIDENT,ACCIDENT_MINOR,05/16/2022 11:51:40,,,1 מזרח,,3,0,5,,,142,0,5,1652701982269,194765.28000000026,644014.3599999994
76008,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:34:30,,,5 מזרח,,3,0,5,,,103,0,10,1652701982270,183626.9400000004,671637.0700000003
76009,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:30:26,,,5614,,7,0,5,,,197,0,5,1652701982273,198554.7000000002,690298.1099999994
76010,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:46:49,,רמת גן,אלוף שדה,,2,0,5,,,255,0,5,1652701982273,183044.76999999955,662954.75
76011,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/20/2022 17:00:02,,תל אביב - יפו,רחל,,1,0,0,,,0,0,10,1652701982273,179022.34999999963,665899.0600000005
76012,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/07/2022 19:00:04,,הוד השרון,ששת הימים,,2,0,0,,,0,0,9,1652701982273,192534.98000000045,673815.4399999995
76013,ROAD_CLOSED,ROAD_CLOSED_EVENT,12/10/2021 12:47:37,,תל אביב - יפו,הר ציון,,2,0,0,,,0,0,10,1652701982273,179193.58000000007,662978.9499999993
76014,ACCIDENT,,05/16/2022 11:24:14,,,46 צפון,,6,0,5,,,179,0,10,1652701982273,191722.8200000003,656384.0800000001
76015,ROAD_CLOSED,ROAD_CLOSED_EVENT,12/10/2021 12:47:37,,תל אביב - יפו,השומרון,,2,0,0,,,0,0,10,1652701982273,179100.08999999985,663100.0700000003
76016,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/07/2022 21:14:58,,תל אביב - יפו,לוינסקי,,17,0,0,,,0,0,10,1652701982273,178733.74000000022,662995.6600000001
76017,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/06/2022 17:00:01,,יהוד-מונוסון,שבזי,,2,0,0,,,0,0,10,1652701982275,190399.8799999999,659472.3200000003
76018,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 09:58:05,,תל אביב - יפו,מאנגר איציק,,1,0,0,,,0,0,10,1652701982275,179115.53000000026,665875.9800000004
76019,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/20/2022 17:00:02,,תל אביב - יפו,רחל,,1,0,0,,,0,0,6,1652701982275,179062.41999999993,665885.5
76020,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,05/16/2022 11:19:58,,,"ל-551 כוכב יאיר, טייבה",,4,0,5,,,48,0,10,1652701982275,196669.01999999955,679190.25
76021,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/06/2022 19:51:29,,אור יהודה,,,1,0,0,,,0,0,10,1652701982275,186028.38999999966,659304.3200000003
76022,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:24:37,,,411,,7,0,5,,,266,0,7,1652701982276,186794.1200000001,638463.5700000003
76023,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:49:16,,,1 מערב,,3,0,5,,,8,0,6,1652701982277,179896.5,662575.9700000007
76024,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,05/16/2022 11:51:34,,רמת גן,זאב זבוטינסקי,,2,0,5,,,72,0,5,1652701982277,182942.50999999978,666277.2400000002
76025,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,02/07/2021 03:00:00,חסר מידע,,,,0,0,0,,,0,0,10,1652701982277,178825.86000000034,665089.1799999997
76026,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:50:43,,,4 צפון,,3,0,5,,,19,0,6,1652701982277,180698.1200000001,654357.6999999993
76027,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:16,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652701982277,177395.46999999974,662145.5199999996
76028,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 19:00:00,,אור יהודה,,,20,0,0,,,0,0,6,1652701982277,187270.0,659512.6500000004
76029,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 16:00:02,,תל אביב - יפו,בן יהודה,,2,0,0,,,0,0,10,1652701982278,178547.0,665523.4900000002
76030,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 19:00:00,,אור יהודה,,,20,0,0,,,0,0,6,1652701982278,187301.40000000037,659492.1300000008
76031,WEATHERHAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,05/16/2022 11:29:23,,רמת השרון,דרך ראשונים,,2,0,5,,,279,0,5,1652701982278,185221.90000000037,671576.1500000004
76032,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/03/2022 14:42:06,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652701982278,177381.6299999999,661904.2699999996
76033,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,7,1652701982279,177403.1200000001,662212.1300000008
76034,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:45:12,,רמת השרון,וייצמן,,2,0,5,,,108,0,5,1652701982279,184591.40000000037,672673.5899999999
76035,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/10/2022 11:37:09,,תל אביב - יפו,ארלוזורוב,,2,0,0,,,0,0,10,1652701982279,179116.7000000002,665979.1099999994
76036,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/22/2022 15:00:03,,אור יהודה,הכלנית,,1,0,0,,,0,0,6,1652701982280,187667.66999999993,659861.0099999998
76037,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1652701982280,177437.83000000007,662499.7699999996
76038,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/08/2022 19:00:01,,אור יהודה,דוד אלעזר,,1,0,0,,,0,0,10,1652701982280,187492.63999999966,659382.8399999999
76039,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/07/2022 19:00:04,,תל אביב - יפו,יהודית,,2,0,0,,,0,0,6,1652701982281,180344.95999999996,664164.5899999999
76040,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/24/2022 16:37:58,,חולון,אילת,,2,0,0,,,0,0,10,1652701982281,177976.3700000001,658984.2100000009
76041,ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,05/16/2022 11:21:08,,תל אביב - יפו,אחד העם,,1,0,5,,,240,0,5,1652701982281,179117.66000000015,663981.2599999998
76042,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 17:00:03,,רחובות,,,1,0,0,,,0,0,6,1652701982282,179078.8099999996,645173.0500000007
76043,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/13/2022 20:00:03,,יהוד-מונוסון,תמר,,1,0,0,,,0,0,10,1652701982282,188285.58999999985,659377.2899999991
76044,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/12/2022 08:45:04,,רמת השרון,,,1,0,0,,,0,0,10,1652701982282,185945.34999999963,672815.7400000002
76045,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 16:00:02,,תל אביב - יפו,בן יהודה,,2,0,0,,,0,0,10,1652701982282,178747.04000000004,666085.1899999995
76046,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,10,1652701982283,177408.16000000015,662268.3399999999
76047,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:45:51,,בני ברק,זאב זבוטינסקי,,2,0,5,,,269,0,5,1652701982283,185413.6299999999,666637.7300000004
76048,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,02/07/2021 03:00:00,חסר מידע,,,,0,0,0,,,0,0,10,1652701982283,178825.86000000034,665089.1799999997
76049,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 19:00:00,,אור יהודה,זבוטינסקי,,1,0,0,,,0,0,6,1652701982284,187269.54000000004,659426.4900000002
76050,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,02/07/2021 05:00:00,חסר מידע,,,,0,0,0,,,0,0,10,1652701982284,178825.86000000034,665089.1799999997
76051,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:42:03,,,"ל-531 ראש העין, כפר סבא, כביש 6",,4,0,5,,,164,0,10,1652701982284,184169.54000000004,677910.5299999993
76052,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:48:55,,,423,,6,0,5,,,187,0,7,1652701982286,182526.46999999974,647946.5399999991
76053,JAM,,05/16/2022 11:48:43,,פתח תקווה,זאב זבוטינסקי,,2,0,5,,,95,0,5,1652701982286,187550.6299999999,666496.9100000001
76054,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/15/2022 13:22:13,,,ל-בית העלמין קריית שאול,,4,0,0,,,0,0,7,1652701982286,182285.5499999998,670362.9000000004
76055,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:47:03,,,431 מזרח,,3,0,5,,,129,0,10,1652701982286,182382.25,650314.8599999994
76056,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/08/2022 13:00:00,,,"ל-משה דיין (מזרח), שד רבין",,4,0,0,,,0,0,10,1652701982286,177189.1900000004,655288.9199999999
76057,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/22/2022 16:00:02,,תל אביב - יפו,בן יהודה,,2,0,0,,,0,0,10,1652701982287,178618.1799999997,665686.4600000009
76058,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/04/2022 17:00:00,,תל אביב - יפו,בן סרוק,,1,0,0,,,0,0,6,1652701982287,179719.23000000045,665936.1300000008
76059,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:35:41,,,46 דרום,,6,0,5,,,196,0,5,1652701982287,191631.50999999978,656168.9700000007
76060,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:27:32,,בת ים,החרושת,,2,0,5,,,114,0,5,1652701982288,176656.28000000026,657947.1400000006
76061,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/08/2022 13:00:00,,,,,4,0,0,,,0,0,10,1652701982288,177015.08000000007,654349.8800000008
76062,ROAD_CLOSED,ROAD_CLOSED_EVENT,02/06/2022 09:05:17,,תל אביב - יפו,שד ירושלים,,2,0,0,,,0,0,6,1652701982289,177405.6900000004,662240.8399999999
76063,ACCIDENT,,05/16/2022 11:41:14,,פתח תקווה,כניסת רכבים למיון ילדים שניידר,,20,0,1,,,71,0,6,1652701982290,187691.9299999997,666217.1500000004
76064,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/17/2022 18:49:39,,נתניה,,,1,0,0,,,0,0,10,1652701982290,186810.84999999963,695239.0700000003
76065,JAM,,05/16/2022 11:29:55,,תל אביב - יפו,טשרניחובסקי,,1,0,5,,,0,0,5,1652701982290,178577.45999999996,664432.1999999993
76066,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:37:02,,,4 צפון,,3,0,5,,,7,0,8,1652701982290,184590.11000000034,662787.4399999995
76067,ROAD_CLOSED,ROAD_CLOSED_EVENT,04/14/2022 19:43:34,,יהוד-מונוסון,נורדאו,,1,0,0,,,0,0,10,1652701982290,190015.04000000004,659611.7300000004
76068,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:15:18,,,ל-20 תל אביב-יפו (ד איילון),,4,0,5,,,167,0,7,1652701982291,182136.45999999996,671830.4499999993
76069,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:31:24,,תל אביב - יפו,פנחס רוזן,,2,0,5,,,357,0,6,1652701982291,183899.9400000004,668135.5
76070,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,05/16/2022 11:23:04,,בת ים,בר יהודה,,1,0,4,,,216,0,6,1652701982291,175915.4400000004,657990.8599999994
76071,WEATHERHAZARD,,05/16/2022 10:51:11,,,4 צפון,,3,0,5,,,31,0,10,1652701982292,183847.66999999993,659361.1300000008
76072,ROAD_CLOSED,ROAD_CLOSED_EVENT,03/07/2022 21:14:58,,תל אביב - יפו,לוינסקי,,17,0,0,,,0,0,10,1652701982292,178661.00999999978,663015.4499999993
76073,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:49:15,,,6 צפון,,3,0,5,,,320,0,8,1652701982292,196007.83999999985,659921.1999999993
76074,WEATHERHAZARD,HAZARD_ON_ROAD_CAR_STOPPED,05/16/2022 11:44:06,,,"ל-40 פתח תקווה, כפר סבא (מזרח)",,4,0,5,,,113,0,10,1652701982293,192924.1200000001,674691.3499999996
76075,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:44:47,,,,,4,0,5,,,292,0,5,1652701982293,184047.6200000001,662856.5899999999
76076,JAM,JAM_HEAVY_TRAFFIC,05/16/2022 11:46:11,,תל אביב - יפו,שד קרן קיימת לישראל,,2,0,5,,,278,0,5,1652701982293,182834.50999999978,669555.1899999995
76077,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:50:42,,אשדוד,המדע,,2,0,5,,,89,0,5,1652701982293,170068.3200000003,637853.75
76078,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:41:54,,,7 מערב,,3,0,5,,,249,0,10,1652701982294,182661.0,634621.5399999991
76079,JAM,JAM_STAND_STILL_TRAFFIC,05/16/2022 11:33:30,,תל אביב - יפו,"רש""י",,1,0,5,,,293,0,5,1652701982294,178600.40000000037,664407.5999999996
76080,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:51:36,,,20 איילון צפון,,3,0,5,,,23,0,5,1652701982294,184592.84999999963,679014.5199999996
76081,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,05/11/2022 06:00:00,חסר מידע,,,,0,0,0,,,0,0,10,1652701982295,180353.00999999978,662226.7100000009
76082,ROAD_CLOSED,ROAD_CLOSED_EVENT,05/07/2022 19:00:04,,הוד השרון,ששת הימים,,2,0,0,,,0,0,9,1652701982295,192609.91000000015,673792.8699999992
76083,ACCIDENT,ACCIDENT_MAJOR,05/16/2022 11:40:25,,,46 דרום,,6,0,5,,,194,0,9,1652701982296,191621.58999999985,656132.6300000008
76084,ROAD_CLOSED,ROAD_CLOSED_EVENT,01/08/2022 19:00:01,,אור יהודה,דוד אלעזר,,1,0,0,,,0,0,10,1652701982296,187422.34999999963,659473.8200000003
76085,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,05/16/2022 11:51:44,,,4 צפון,,3,0,5,,,20,0,5,1652701982296,181139.63999999966,655575.5199999996
